reading_id,machine_id,timestamp,current_temperature,current_vibration,current_pressure,current_runtime_hours,current_energy_consumption,current_operating_load,machine_type,site_id,manufacturer,expected_lifetime_years,criticality,temperature_delta_from_machine_baseline,vibration_delta_from_machine_baseline,pressure_delta_from_machine_baseline,temperature_pressure_ratio,vibration_load_ratio,energy_per_runtime_hour,machine_age_days,estimated_lifetime_used_ratio,temperature_rolling_mean,temperature_rolling_max,temperature_rolling_min,temperature_rolling_std,vibration_rolling_mean,vibration_rolling_max,vibration_rolling_std,pressure_rolling_mean,pressure_rolling_min,pressure_rolling_std,operating_load_rolling_mean,energy_consumption_rolling_mean,temperature_rolling_mean_72h,temperature_rolling_max_72h,temperature_rolling_min_72h,temperature_rolling_std_72h,vibration_rolling_mean_72h,vibration_rolling_max_72h,vibration_rolling_std_72h,pressure_rolling_mean_72h,pressure_rolling_min_72h,pressure_rolling_std_72h,operating_load_rolling_mean_72h,energy_consumption_rolling_mean_72h,last_maintenance_type,cumulative_maintenance_count,cumulative_maintenance_cost,cumulative_downtime_hours,average_risk_reduction_score,days_since_last_maintenance,recent_maintenance_flag,failure_within_label_window
R00000011,M0001,2024-01-03 12:00:00,90.56,6.212,146.46,7870.96,63.64,0.773,generator,site_east,OmniWorks,14,high,0.6899999999999977,0.9319999999999995,5.189999999999998,0.618325822750239,8.036222509702457,0.00808541778893553,3409,0.6666666666666666,92.8675,95.61,90.56,2.080502743729624,6.06025,6.212,0.12624942244092466,150.10250000000002,146.46,3.5222471520323264,0.79,64.86749999999999,94.34181818181818,96.97,90.56,2.224166442431043,6.180090909090908,6.555,0.19836454045290178,148.46636363636364,142.41,3.9149515264617847,0.8273636363636363,66.2990909090909,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000012,M0001,2024-01-03 18:00:00,93.03,6.493,149.12,7876.67,67.6,0.952,generator,site_east,OmniWorks,14,high,3.1599999999999966,1.213,7.849999999999994,0.6238599785407726,6.820378151260505,0.008582306990136694,3409,0.6666666666666666,93.0,95.61,90.56,2.0661235845579284,6.202,6.493,0.21345881726147267,149.44,146.46,3.349019757083145,0.8345,65.61,94.2325,96.97,90.56,2.1542057173648184,6.206166666666667,6.555,0.2095965099177393,148.52083333333334,142.41,3.737525818295339,0.8377500000000001,66.4075,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000013,M0001,2024-01-04 00:00:00,94.22,6.514,138.78,7881.41,63.05,0.79,generator,site_east,OmniWorks,14,high,4.349999999999994,1.234,-2.490000000000009,0.678916270355959,8.245569620253164,0.007999837592511999,3410,0.666862227437176,93.355,95.61,90.56,2.1409421602026506,6.30325,6.514,0.24791312322397646,147.13750000000002,138.78,6.428449139048511,0.82225,65.225,94.05416666666667,96.97,90.56,2.048034349558058,6.252833333333334,6.555,0.21068668393583598,147.87083333333334,138.78,4.668142434403522,0.8423333333333334,66.01416666666667,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000014,M0001,2024-01-04 06:00:00,95.77,6.114,148.99,7885.86,66.12,0.74,generator,site_east,OmniWorks,14,high,5.8999999999999915,0.8339999999999996,7.719999999999999,0.6427948184441908,8.262162162162163,0.008384627675358174,3410,0.666862227437176,93.395,95.77,90.56,2.197855014933089,6.3332500000000005,6.514,0.2008006889098402,145.8375,138.78,4.861716946374714,0.81375,65.10249999999999,94.00999999999999,96.97,90.56,2.0003590586783075,6.256666666666667,6.555,0.20741102510072454,148.41916666666665,138.78,4.343552082912062,0.83675,66.17750000000001,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000015,M0001,2024-01-04 12:00:00,96.64,6.074,152.22,7891.33,68.65,0.912,generator,site_east,OmniWorks,14,high,6.769999999999996,0.7939999999999996,10.949999999999989,0.6348705820522927,6.660087719298245,0.008699420756703878,3410,0.666862227437176,94.91499999999999,96.64,93.03,1.6065387224298904,6.29875,6.514,0.23714324082011407,147.2775,138.78,5.858420577823594,0.8485,66.355,94.21416666666669,96.97,90.56,2.1405201506062763,6.247333333333334,6.555,0.213315955731626,148.7475,138.78,4.478882013506167,0.8400833333333333,66.17083333333333,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000016,M0001,2024-01-04 18:00:00,93.32,5.909,147.18,7895.76,68.61,0.738,generator,site_east,OmniWorks,14,high,3.4499999999999886,0.6289999999999996,5.909999999999997,0.6340535398831362,8.006775067750677,0.008689473844189792,3410,0.666862227437176,94.9875,96.64,93.32,1.495847028720966,6.152749999999999,6.514,0.256657196795,146.79250000000002,138.78,5.734023456526866,0.795,66.6075,94.36916666666667,96.97,90.56,1.9846202216651982,6.209333333333333,6.555,0.23038242251973276,148.19333333333333,138.78,4.195281620915084,0.83325,66.30416666666667,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000017,M0001,2024-01-05 00:00:00,90.38,6.12,144.13,7898.94,63.09,0.53,generator,site_east,OmniWorks,14,high,0.5099999999999909,0.8399999999999999,2.859999999999985,0.6270727815166863,11.547169811320755,0.007987147642595083,3411,0.6670577882076856,94.02749999999999,96.64,90.38,2.808693349821803,6.05425,6.12,0.09896253499852581,148.13,144.13,3.3847796580181555,0.73,66.6175,93.82,96.64,90.38,2.1074758706695915,6.1859166666666665,6.555,0.22330185780008585,147.63250000000002,138.78,4.255792042509947,0.8018333333333333,65.725,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000018,M0001,2024-01-05 06:00:00,93.48,6.089,155.68,7902.75,69.18,0.634,generator,site_east,OmniWorks,14,high,3.6099999999999994,0.8090000000000002,14.409999999999997,0.6004624871531347,9.60410094637224,0.008753914776501852,3411,0.6670577882076856,93.455,96.64,90.38,2.5572576457342895,6.048,6.12,0.09462557793747498,149.8025,144.13,5.14600411322546,0.7035,67.38250000000001,93.73333333333333,96.64,90.38,2.0974327742324075,6.17575,6.555,0.2248280656210633,148.69083333333333,138.78,4.561748983435929,0.7832500000000001,66.0325,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000019,M0001,2024-01-05 12:00:00,93.4,6.286,140.06,7907.27,66.07,0.755,generator,site_east,OmniWorks,14,high,3.530000000000001,1.0059999999999993,-1.210000000000008,0.6668570612594603,8.325827814569536,0.008355601870177696,3411,0.6670577882076856,92.64500000000001,93.48,90.38,1.5114121432178542,6.101,6.286,0.1544819299033628,146.7625,140.06,6.621925072565156,0.66425,66.7375,93.47583333333334,96.64,90.38,1.9094904524188667,6.153333333333333,6.514,0.19501017844453594,148.0475,138.78,5.201400379618065,0.7675833333333332,65.98666666666666,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000020,M0001,2024-01-05 18:00:00,91.72,6.392,143.9,7911.41,65.79,0.69,generator,site_east,OmniWorks,14,high,1.8499999999999943,1.112,2.6299999999999955,0.6373870743571924,9.26376811594203,0.008315837505577389,3411,0.6670577882076856,92.245,93.48,90.38,1.4847109707503163,6.22175,6.392,0.14269869188842232,145.9425,140.06,6.754743395076811,0.65225,66.0325,93.41083333333334,96.64,90.38,1.9583780781477618,6.192166666666666,6.514,0.19199992108584252,147.39166666666668,138.78,5.185500472617399,0.7605833333333334,66.08333333333333,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000021,M0001,2024-01-06 00:00:00,95.2,6.414,151.24,7916.46,66.05,0.84,generator,site_east,OmniWorks,14,high,5.329999999999998,1.1339999999999995,9.969999999999999,0.6294631049986775,7.635714285714285,0.008343375700755135,3412,0.667253348978195,93.45,95.2,91.72,1.4211263138791708,6.29525,6.414,0.14842141579525003,147.72,140.06,7.047931138520975,0.72975,66.77250000000001,93.61083333333335,96.64,90.38,2.012137977978711,6.217583333333333,6.514,0.20001020807282152,147.6625,138.78,5.303129650584566,0.7606666666666667,66.205,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000022,M0001,2024-01-06 06:00:00,96.43,6.457,147.03,7921.67,69.24,0.87,generator,site_east,OmniWorks,14,high,6.560000000000002,1.1769999999999996,5.759999999999991,0.6558525470992315,7.42183908045977,0.00874058121582949,3412,0.667253348978195,94.1875,96.43,91.72,2.062577271279769,6.38725,6.457,0.07269743232512468,145.5575,140.06,4.74091675382169,0.7887500000000001,66.7875,93.67916666666666,96.64,90.38,2.0982826672102974,6.256166666666666,6.514,0.19760191079925096,147.06583333333333,138.78,4.888527308139374,0.7686666666666667,66.42416666666666,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000023,M0001,2024-01-06 12:00:00,94.4,6.51,152.04,7926.88,67.16,0.867,generator,site_east,OmniWorks,14,high,4.530000000000001,1.2299999999999995,10.769999999999982,0.6208892396737701,7.508650519031142,0.008472438084088568,3412,0.667253348978195,94.43750000000001,96.43,91.72,1.9947994886704599,6.44325,6.51,0.0520472541702807,148.5525,143.9,3.8012750053984137,0.81675,67.06,93.99916666666667,96.64,90.38,1.8584522315544416,6.281,6.514,0.20989001448810787,147.53083333333333,138.78,5.08701816272351,0.7765000000000001,66.7175,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000024,M0001,2024-01-06 18:00:00,96.21,6.672,143.66,7932.17,66.89,0.883,generator,site_east,OmniWorks,14,high,6.339999999999989,1.3919999999999995,2.3899999999999864,0.6697062508701099,7.5560588901472245,0.008432749172042455,3412,0.667253348978195,95.56,96.43,94.4,0.9406735175748894,6.51325,6.672,0.11288157511303094,148.4925,143.66,3.8998066191372556,0.865,67.335,94.26416666666667,96.64,90.38,1.9329226967251223,6.295916666666666,6.672,0.23156756655194138,147.07583333333335,138.78,5.175369039688847,0.7707499999999999,66.65833333333333,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000025,M0001,2024-01-07 00:00:00,93.37,6.514,147.13,7937.95,68.64,0.963,generator,site_east,OmniWorks,14,high,3.5,1.234,5.859999999999985,0.6346088493169306,6.764278296988578,0.008647068827594027,3413,0.6674489097487044,95.1025,96.43,93.37,1.4701332139186114,6.53825,6.672,0.09287401861302268,147.465,143.66,3.4501256015784256,0.89575,67.98249999999999,94.19333333333333,96.64,90.38,1.9501856943440572,6.295916666666667,6.672,0.23156756655194138,147.77166666666668,140.06,4.4721437473509,0.7851666666666667,67.12416666666667,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000026,M0001,2024-01-07 06:00:00,94.9,6.147,144.87,7942.69,65.02,0.789,generator,site_east,OmniWorks,14,high,5.030000000000001,0.867,3.5999999999999943,0.6550700628149375,7.7908745247148286,0.008186143485393487,3413,0.6674489097487044,94.72,96.21,93.37,1.1800282482494318,6.46075,6.672,0.22235613326373277,146.925,143.66,3.7008332395106613,0.8755,66.9275,94.12083333333334,96.64,90.38,1.9018147234744551,6.298666666666666,6.672,0.2293965733806584,147.42833333333334,140.06,4.52790907661149,0.78925,67.03250000000001,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000027,M0001,2024-01-07 12:00:00,95.88,6.39,147.41,7948.69,68.38,1.0,generator,site_east,OmniWorks,14,high,6.009999999999991,1.1099999999999994,6.139999999999986,0.6504307713180923,6.39,0.008602675409407085,3413,0.6674489097487044,95.09,96.21,93.37,1.2744933633932019,6.43075,6.672,0.22159027505736564,145.7675,143.66,1.8075097971151375,0.90875,67.2325,94.05749999999999,96.43,90.38,1.8212439555025364,6.324999999999999,6.672,0.21917116598676908,147.0275,140.06,4.2707655796547535,0.7965833333333334,67.01,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000028,M0001,2024-01-07 18:00:00,87.53,6.34,140.16,7953.02,59.06,0.722,generator,site_east,OmniWorks,14,high,-2.3400000000000034,1.0599999999999996,-1.1100000000000136,0.6245005707762558,8.781163434903048,0.007426109829976537,3413,0.6674489097487044,92.92,95.88,87.53,3.7388322597659487,6.34775,6.514,0.15251748533637874,144.89249999999998,140.16,3.353668389490435,0.8684999999999999,65.275,93.575,96.43,87.53,2.6243077009167366,6.360916666666667,6.672,0.17583176790915933,146.4425,140.06,4.706537281464837,0.7952499999999999,66.21416666666666,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000029,M0001,2024-01-08 00:00:00,95.8,5.83,151.52,7957.03,66.94,0.669,generator,site_east,OmniWorks,14,high,5.929999999999993,0.5499999999999998,10.25,0.632259767687434,8.714499252615845,0.008412686643131922,3414,0.6676444705192138,93.5275,95.88,87.53,4.02294564550238,6.17675,6.39,0.2538022524197383,145.99,140.16,4.755368895609876,0.795,64.85,94.02666666666669,96.43,87.53,2.4872669679181882,6.336749999999999,6.672,0.22500671707145223,147.0583333333333,140.06,4.857503723543874,0.8068333333333334,66.53500000000001,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000030,M0001,2024-01-08 06:00:00,95.01,6.172,151.13,7962.34,66.23,0.886,generator,site_east,OmniWorks,14,high,5.140000000000001,0.8919999999999995,9.859999999999985,0.6286640640508172,6.966139954853273,0.008317906545060875,3414,0.6676444705192138,93.555,95.88,87.53,4.035810534039794,6.183,6.39,0.2531323764357282,147.555,140.16,5.266526369439372,0.81925,65.1525,94.15416666666668,96.43,87.53,2.495896480710731,6.343666666666667,6.672,0.21786081183483455,146.67916666666667,140.06,4.264748651515851,0.8278333333333333,66.28916666666667,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000031,M0001,2024-01-08 12:00:00,95.57,6.162,143.9,7967.51,65.05,0.862,generator,site_east,OmniWorks,14,high,5.699999999999989,0.8819999999999997,2.6299999999999955,0.6641417651146629,7.148491879350348,0.008164407700774772,3414,0.6676444705192138,93.4775,95.8,87.53,3.978855572481435,6.1259999999999994,6.34,0.2135602959353617,146.6775,140.16,5.58172240441966,0.7847500000000001,64.32000000000001,94.335,96.43,87.53,2.5148269414523368,6.333333333333333,6.672,0.22370692407430692,146.9991666666667,140.16,3.846491809743575,0.83675,66.20416666666667,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000032,M0001,2024-01-08 18:00:00,93.08,6.205,147.85,7972.37,67.51,0.81,generator,site_east,OmniWorks,14,high,3.2099999999999937,0.9249999999999998,6.579999999999984,0.6295569834291512,7.660493827160494,0.008467996342367452,3414,0.6676444705192138,94.865,95.8,93.08,1.2353811827394268,6.09225,6.205,0.1757960465994592,148.6,143.9,3.5392937148532964,0.8067500000000001,66.4325,94.44833333333332,96.43,87.53,2.4149264371756063,6.31775,6.672,0.22575252943312576,147.32833333333335,140.16,3.724237160042651,0.84675,66.3475,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000033,M0001,2024-01-09 00:00:00,97.28,6.421,144.41,7977.58,72.29,0.868,generator,site_east,OmniWorks,14,high,7.409999999999997,1.141,3.1399999999999864,0.6736375597257808,7.397465437788019,0.009061645260843515,3415,0.6678400312897232,95.235,97.28,93.08,1.7309823800374209,6.24,6.421,0.12205736356320022,146.8225,143.9,3.36508915186511,0.8565,67.77000000000001,94.62166666666666,97.28,87.53,2.5449301949109855,6.318333333333334,6.672,0.22603271417825269,146.7591666666667,140.16,3.5916252546301584,0.8490833333333333,66.86749999999999,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000034,M0001,2024-01-09 06:00:00,97.53,5.897,145.64,7982.03,63.49,0.742,generator,site_east,OmniWorks,14,high,7.659999999999997,0.617,4.369999999999976,0.6696649272177974,7.947439353099731,0.007954116935165616,3415,0.6678400312897232,95.865,97.53,93.08,2.050829100632242,6.17125,6.421,0.21510675644122834,145.45,143.9,1.7588064134521595,0.8205,67.08500000000001,94.71333333333335,97.53,87.53,2.6342303803900045,6.271666666666666,6.672,0.25120774934968254,146.64333333333335,140.16,3.604487943291464,0.8384166666666667,66.38833333333334,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000035,M0001,2024-01-09 12:00:00,91.52,6.243,153.28,7986.71,63.91,0.781,generator,site_east,OmniWorks,14,high,1.6499999999999915,0.9630000000000001,12.009999999999991,0.5970772442588727,7.99359795134443,0.008002043394589261,3415,0.6678400312897232,94.85249999999999,97.53,91.52,3.0171219730067267,6.1915000000000004,6.421,0.2177422023096715,147.795,144.41,3.923879882633198,0.8002499999999999,66.8,94.47333333333334,97.53,87.53,2.7918528657940405,6.249416666666668,6.672,0.23974170128146846,146.74666666666667,140.16,3.7864455227785725,0.8312499999999999,66.1175,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000036,M0001,2024-01-09 18:00:00,91.42,6.167,150.88,7991.71,65.58,0.833,generator,site_east,OmniWorks,14,high,1.5499999999999972,0.8869999999999996,9.609999999999985,0.6059119830328739,7.4033613445378155,0.008206003471096924,3415,0.6678400312897232,94.4375,97.53,91.42,3.428336574297604,6.1819999999999995,6.421,0.21778582751562583,148.55249999999998,144.41,4.219378903740861,0.806,66.3175,94.07416666666666,97.53,87.53,2.8625114794000286,6.207333333333334,6.514,0.1998182507513584,147.34833333333333,140.16,3.8248204552830547,0.8270833333333334,66.00833333333334,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000037,M0001,2024-01-10 00:00:00,94.5,6.423,149.57,7997.66,69.88,0.991,generator,site_east,OmniWorks,14,high,4.6299999999999955,1.1429999999999998,8.299999999999983,0.6318111920839741,6.48133198789102,0.008737555735052503,3416,0.6680355920602327,93.74249999999999,97.53,91.42,2.901291379139051,6.1825,6.423,0.2185184965473918,149.8425,145.64,3.1952086525504515,0.83675,65.715,94.16833333333334,97.53,87.53,2.8558196827891695,6.199749999999999,6.423,0.1885297782121611,147.55166666666668,140.16,3.8766640610742096,0.8294166666666666,66.11166666666666,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000038,M0001,2024-01-10 06:00:00,95.72,5.921,144.1,8002.17,68.0,0.751,generator,site_east,OmniWorks,14,high,5.849999999999994,0.641,2.829999999999984,0.6642609299097849,7.884154460719041,0.008497695000231188,3416,0.6680355920602327,93.29,95.72,91.42,2.1601543154752965,6.1885,6.423,0.20814978581140192,149.45749999999998,144.1,3.888036136663337,0.839,66.8425,94.23666666666666,97.53,87.53,2.884583894156003,6.1809166666666675,6.423,0.20485935678070785,147.48749999999998,140.16,3.931076940113366,0.8262499999999999,66.36,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000039,M0001,2024-01-10 12:00:00,95.67,6.515,153.75,8007.4,67.48,0.872,generator,site_east,OmniWorks,14,high,5.799999999999997,1.2349999999999994,12.47999999999999,0.6222439024390244,7.4713302752293576,0.008427204835527138,3416,0.6680355920602327,94.32749999999999,95.72,91.42,2.018636090697531,6.2565,6.515,0.2677778930382397,149.575,144.1,4.04595682956042,0.86175,67.735,94.21916666666668,97.53,87.53,2.8743266668697833,6.191333333333334,6.515,0.21913770404321725,148.01583333333332,140.16,4.325929134739495,0.8155833333333332,66.285,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000040,M0001,2024-01-10 18:00:00,91.64,5.961,145.72,8012.44,68.82,0.841,generator,site_east,OmniWorks,14,high,1.769999999999996,0.681,4.449999999999989,0.6288772989294538,7.087990487514864,0.008589143881264633,3416,0.6680355920602327,94.38250000000001,95.72,91.64,1.913258564160442,6.205,6.515,0.30757979994357937,148.285,144.1,4.305457776667517,0.86375,68.545,94.56166666666665,97.53,91.42,2.161202667427775,6.15975,6.515,0.22304020224654794,148.47916666666666,143.9,3.6535274569637415,0.8255,67.09833333333334,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000041,M0001,2024-01-11 00:00:00,94.12,6.37,139.74,8017.48,62.97,0.84,generator,site_east,OmniWorks,14,high,4.25,1.0899999999999999,-1.5300000000000011,0.6735365679118362,7.583333333333334,0.007854088815937178,3417,0.6682311528307422,94.28750000000001,95.72,91.64,1.9149129658202748,6.19175,6.515,0.29598127756104053,145.8275,139.74,5.854328170963236,0.826,66.8175,94.42166666666667,97.53,91.42,2.1278492484765903,6.204750000000001,6.515,0.20413592842203615,147.4975,139.74,4.289450325031078,0.83975,66.7675,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00000042,M0001,2024-01-11 06:00:00,96.65,6.078,143.33,8022.81,67.92,0.888,generator,site_east,OmniWorks,14,high,6.780000000000001,0.798,2.0600000000000023,0.6743180073955208,6.844594594594595,0.008465861711794247,3417,0.6682311528307422,94.52,96.65,91.64,2.1843229309483134,6.231,6.515,0.25579027867897103,145.635,139.74,5.942067541409058,0.86025,66.7975,94.55833333333334,97.53,91.42,2.2197536035799157,6.1969166666666675,6.515,0.20728612563021973,146.8475,139.74,4.279934419633531,0.8399166666666668,66.90833333333335,none,0.0,0.0,0.0,0.0,-1.0,0,0
